"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2047537";"";"None";"573.48";"1";"4.38";"C";"Cc1c(C(=O)O)ccc2c1CC[C@@H]2NC(=O)c1cc(C(=O)NCc2ccc(F)c(C(F)(F)F)c2)nc2c(F)cnn12";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2050084";"Inhibition of human recombinant MMP1 using MCA-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2.AcOH as substrate preincubated for 10 mins measured by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046313";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"20000.0"
"CHEMBL2047536";"";"None";"540.54";"1";"2.41";"1";"Cc1c(C(=O)O)ccc2c1CC[C@@H]2NC(=O)c1cc(C(=O)NCc2ccc3c(c2)NC(=O)CO3)nc2ccnn12";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2050084";"Inhibition of human recombinant MMP1 using MCA-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2.AcOH as substrate preincubated for 10 mins measured by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046313";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"20000.0"
"CHEMBL400192";"";"None";"470.55";"0";"2.61";"(S)-8g";"Cc1ccc(Oc2ccc(N(C[C@H](NCc3ccccn3)C(=O)NO)S(C)(=O)=O)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL944755";"Inhibition of MMP1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140820";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"10.0"
"CHEMBL253020";"";"None";"522.67";"1";"1.98";"28";"Cc1ccccc1C1CCN(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)OC[C@H]3CCCN3)CC2)CC1";"IC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL927856";"Inhibition of MMP1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140810";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"5000.0"
"CHEMBL467891";"";"None";"549.69";"2";"6.08";"20";"CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(COc3ccc(C(=O)C4CCCCC4)cc3)cc2)cc1)C(=O)O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL980692";"Inhibition of MMP1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138597";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"100000.0"
"CHEMBL3358156";"";"None";"387.78";"0";"1.28";"2";"Cn1ccnc1[C@]1(CNC(=O)c2cc3cc(Cl)ccc3o2)NC(=O)NC1=O";"IC50";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"12.18";"0.24";"3.44";"3.99";"0";"CHEMBL4425559";"Inhibition of human MMP1 using Mca-PQGL-(3-[2,4-dinitrophenyl]-L-2,3-diaminopropionyl)-AR-OH as substrate measured after 2 to 4 hrs by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4425099";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"19000.0"
"CHEMBL4589438";"";"None";"401.81";"0";"1.77";"4";"CCn1ccnc1[C@]1(CNC(=O)c2cc3cc(Cl)ccc3o2)NC(=O)NC1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4425559";"Inhibition of human MMP1 using Mca-PQGL-(3-[2,4-dinitrophenyl]-L-2,3-diaminopropionyl)-AR-OH as substrate measured after 2 to 4 hrs by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4425099";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";""
"CHEMBL3099021";"";"None";"381.44";"0";"4.61";"18b";"Cc1cc(N)c2cc(NC(=O)c3cccc(C(=O)c4ccccc4)c3)ccc2n1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3100547";"Inhibition of human MMP-1 after 60 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";""
"CHEMBL2333262";"";"None";"370.40";"0";"3.26";"10b";"COc1ccc(CC(OC(=O)/C=C/c2ccc(C)cc2)C(=O)O)cc1OC";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2342140";"Inhibition of human recombinant MMP1 catalytic domain using Dnp-Pro-beta-cyclohexyl-Ala-Gly-Cys(Me)-His-Lys-(Nma)-NH2 as substrate preincubated with enzyme for 30 mins prior to substrate addition measured after 20 mins by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331379";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"100.0"
"CHEMBL2333261";"";"None";"356.37";"0";"2.96";"10a";"COc1ccc(CC(OC(=O)/C=C/c2ccccc2)C(=O)O)cc1OC";"IC50";"'='";"53700.0";"nM";"4.27";"";"";"UO_0000065";"11.98";"0.22";"1.31";"5.20";"0";"CHEMBL2342140";"Inhibition of human recombinant MMP1 catalytic domain using Dnp-Pro-beta-cyclohexyl-Ala-Gly-Cys(Me)-His-Lys-(Nma)-NH2 as substrate preincubated with enzyme for 30 mins prior to substrate addition measured after 20 mins by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331379";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"53.7"
"CHEMBL3955404";"";"None";"411.42";"0";"2.62";"BDBM194645";"CC(C)[C@H](Cc1ccc(C(F)(F)F)cc1)C(=O)NC[C@@]1(C2CC2)NC(=O)NC1=O";"IC50";"'='";"56800.0";"nM";"4.25";"";"347033";"UO_0000065";"10.32";"0.20";"1.63";"4.86";"0";"CHEMBL3887662";"In Vitro Fluorescence Assay: A continuous assay is used in which the substrate is a synthetic peptide containing a fluorescent group (7-methoxycoumarin, Mca), which is quenched by energy transfer to a 2,4-dinitrophenyl group. The substrate is the peptide Mca-PQGL-(3-[2,4-dinitrophenyl]-L-2,3-diaminopropionyl)-AR-OH. When the peptide is cleaved by MMP a large increase in fluorescence is observed. The source of the enzyme for this assay is full-length, recombinant, human pro-MMP-2 expressed in Chinese Hamster Ovary (CHO) cells that is subsequently activated by an organomercurial compound, 4-aminophenyl mercuric acetate (APMA). APMA is removed through a desalting column (MMP-2 Calbiochem catalog number PF023). The assay buffer consists of 100 mM Tris-HCl (pH 7.5), 100 mM NaCl, 10 mM CaCl2 and 10 uM human serum albumin Each well of the 96-well plates consists of a 100 uL reaction mixture consisting of assay buffer, MMP (final concentration of 0.2 nM, prepared by diluting in assay buffer).";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886398";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"56800.0"
"CHEMBL173539";"";"None";"304.39";"0";"1.33";"3l";"COC(=O)C(S)CCS(=O)(=O)c1ccc(OC)cc1";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"17.73";"0.39";"4.07";"7.75";"0";"CHEMBL709099";"Inhibition of matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131666";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"4000.0"
"CHEMBL1784365";"";"None";"439.58";"0";"2.07";"13i";"Cc1cc(C)c(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)cn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1787041";"Inhibition of recombinant human MMP-1 assessed as substrate cleavage after 20 hrs by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781898";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"10.0"
"CHEMBL123967";"";"None";"393.44";"0";"-1.16";"15";"COc1ccc(S(=O)(=O)N2CCN(S(C)(=O)=O)CC2C(=O)NO)cc1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"20.58";"0.44";"9.26";"6.07";"0";"CHEMBL715368";"In vitro inhibitory activity against matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133577";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"8.0"
"CHEMBL101612";"";"None";"623.96";"1";"4.59";"4v";"CN1CCN(Cc2cc(Br)cc(C(=O)NO)c2N(C)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1";"IC50";"'='";"82.0";"nM";"7.09";"";"";"UO_0000065";"11.36";"0.25";"2.50";"6.92";"0";"CHEMBL714562";"Inhibition of Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133846";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"82.0"
"CHEMBL320112";"";"None";"419.52";"0";"0.87";"14";"CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc2c(c1)CCCC2)[C@H](O)C(=O)NO)C(C)(C)C";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL717817";"Inhibitory activity against matrix metalloprotease (MMP-1); Not tested";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131875";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";""
"CHEMBL291714";"";"None";"363.36";"0";"0.18";"2";"NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)C(F)(F)F";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"20.36";"0.42";"7.22";"7.30";"0";"CHEMBL709096";"Inhibitory activity against human fibroblast collagenase (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";"";"40.0"
"CHEMBL15964";"";"None";"567.82";"1";"3.92";"4l";"CCCCCCCC(C(=O)CS)C(=O)N[C@@H](CC1CCCCC1)C(=O)NCCc1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"430.0";"nM";"6.37";"";"";"UO_0000065";"11.21";"0.23";"2.45";"4.70";"0";"CHEMBL715376";"In vitro inhibitory activity against collagenase-1 (MMP-1).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130986";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"430.0"
"CHEMBL33980";"";"None";"530.57";"1";"3.34";"9b";"COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C(=O)NO)cnc3c2cnn3-c2ccccc2)cc1";"IC50";"'='";"913.0";"nM";"6.04";"";"";"UO_0000065";"11.38";"0.22";"2.70";"4.33";"0";"CHEMBL714559";"Inhibitory activity against matrix metalloprotease 1 (MMP-1).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136711";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"913.0"
"CHEMBL326489";"";"None";"573.73";"2";"5.49";"6";"CO[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCc1ccc(-c2ccccc2)c(C)c1)CC(=O)NO)C(C)(C)C)c1ccccc1";"IC50";"'='";"5900.0";"nM";"5.23";"";"";"UO_0000065";"9.11";"0.17";"-0.26";"4.48";"0";"CHEMBL715384";"Inhibition of human Matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144897";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"5900.0"
"CHEMBL158823";"";"None";"566.61";"1";"1.33";"54";"CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cc3c(cc2C1=O)OCO3)C(=O)O";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"13.98";"0.26";"6.59";"4.85";"0";"CHEMBL709089";"Activity against human collagenase (MMP-1).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127698";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"12.0"
"CHEMBL414852";"";"None";"263.25";"0";"-0.78";"Page 6592 (5)";"O=C1CC=C2C=CC=C(C(=O)NCC(=O)NO)N2C1";"IC50";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"33.76";"0.64";"9.67";"9.00";"0";"CHEMBL881499";"Inhibitory concentration against (MMP-1) matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141122";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"1.3"
"CHEMBL368972";"";"None";"274.41";"0";"2.57";"3e";"CCC(CCS)S(=O)(=O)c1ccc(OC)cc1";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"22.67";"0.50";"3.65";"14.35";"0";"CHEMBL709099";"Inhibition of matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131666";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"600.0"
"CHEMBL74812";"";"None";"534.51";"2";"5.23";"19e";"Cn1c(C(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)cc2ccccc21";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL714553";"In vitro selective inhibition against matrix metalloprotease-1 (MMP-1) using a fluorimetric assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135750";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"50000.0"
"CHEMBL773";"GLYCINE";"4.0";"75.07";"0";"-0.97";"GLYCINE";"NCC(=O)O";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1909071";"";"None";"None";"None";"None";"NOVARTIS P-38 INHIBITOR";"";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL495778";"PENICILLIC ACID";"None";"170.16";"0";"0.34";"PENICILLIC ACID";"C=C(C)C1(O)OC(=O)C=C1OC";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL365247";"";"None";"421.48";"0";"1.07";"28";"C[C@@]1(O)CCCN(S(=O)(=O)c2ccc(OCc3ccncc3)cc2)[C@H]1C(=O)NO";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"15.95";"0.32";"5.65";"5.21";"0";"CHEMBL828503";"Inhibitory concentration against MMP-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139577";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"190.0"
"CHEMBL189156";"";"None";"462.57";"0";"2.48";"17";"CCc1ccccc1COc1ccc(S(=O)(=O)N2C[C@H](O)CC(C)(C)[C@@H]2C(=O)NO)cc1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"12.59";"0.25";"3.34";"5.01";"0";"CHEMBL827914";"Inhibitory concentration against Matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145277";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"1500.0"
"CHEMBL336425";"";"None";"514.61";"1";"1.12";"28a";"CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@@H](CCC/N=C(/N)N[N+](=O)[O-])C(=O)Nc1nccs1)N(O)C=O";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"14.51";"0.29";"6.35";"3.64";"0";"CHEMBL714693";"Inhibition potency was determined by fluorescence-based peptide assay against matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134293";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"34.0"
"CHEMBL431130";"";"None";"393.46";"0";"2.37";"15";"COc1ccc(S(=O)(=O)C(CCc2ccccc2)CC(=O)NO)cc1OC";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL872790";"Inhibitory activity against recombinant matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133244";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"10000.0"
"CHEMBL60250";"";"None";"446.66";"0";"4.06";"12";"CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2ccccc2)C(=O)NC2CCCCC2)CC1";"IC50";"'='";"2933.0";"nM";"5.53";"";"";"UO_0000065";"12.39";"0.24";"1.47";"8.21";"0";"CHEMBL715373";"In vitro inhibitory activity against matrix metalloprotease 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132018";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"2933.0"
"CHEMBL3617400";"";"None";"511.60";"1";"3.38";"2a";"CC(C)ON([C@H](CCNC(=O)c1ccccc1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1";"IC50";"'='";"780.0";"nM";"6.11";"";"";"UO_0000065";"11.94";"0.23";"2.73";"4.88";"0";"CHEMBL3619994";"Inhibition of recombinant human activated-MMP1 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as fluorogenic substrate incubated for 4 hrs followed by substrate addition measured every 10 secs for 20 mins by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616369";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"780.0"
"CHEMBL1683464";"";"None";"605.15";"1";"3.45";"8q";"C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CCc2ccc(S(C)(=O)=O)cc2Cl)CC1)N(O)C=O)c1ncc(F)cn1";"IC50";"'>'";"70000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1686370";"Inhibition of recombinant human MMP1 assessed as substrate cleavage by measuring increase in fluorescence after 16 hrs";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681676";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"70000.0"
"CHEMBL50588";"EMETINE";"4.0";"480.65";"0";"4.94";"EMETINE";"CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL44814";"CARBON TETRACHLORIDE";"-1.0";"153.82";"0";"2.55";"CARBON TETRACHLORIDE";"ClC(Cl)(Cl)Cl";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL415";"CLOMIPRAMINE";"4.0";"314.86";"0";"4.53";"CLOMIPRAMINE";"CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
